Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
t119,0.0,0.0,1.3031928788677076e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.741522271396408e-6,9.88053287379144e-7,6.03276843764326e-6
t120,0.0,0.0,1.3000116147354798e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8188584364140332e-6,9.894334563209412e-7,4.108303507470454e-6
t121,0.0,0.0,1.9224897799008523e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.7501661011411,0.00023999613174242496,775.7504080197626
t122,0.0,0.0,1.92185168151175e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.2383058368216,220.72259097700453,1559.9608987356778
t123,0.0,0.0,1.91929785703642e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.237587147904,643.252361881566,1982.4899509487677
t124,0.0,0.0,1.916754985018729e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.81081259369955,1841.9471114854814,2128.7579259959357
t125,0.0,0.0,1.9142230879640017e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007182082356772112,2509.935503595071,2509.93622371753
t126,0.0,0.0,1.8072015788695387e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7580889230321694e-6,4.8222899731057575e-6,1.1387580475007465e-5
t127,0.0,0.0,1.8050726826352532e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.758088355319672e-6,4.855104631936912e-6,1.1418265669891839e-5
t128,0.0,0.0,1.1565313945737844e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81752518026774e-7,8.607157417577583e-7,2.5989996543583168e-6
t129,0.0,0.0,1.8008510993744143e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.687187988653246e-6,4.922218192116403e-6,1.1410257280144062e-5
t130,0.0,0.0,1.90168815528318e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6028135775104606e-5,576.7414589687756,576.7415168985996
t131,0.0,0.0,1.8992043611507037e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.048779078444077e-5,2350.1826947522395,2350.1827371392346
t132,0.0,0.0,1.896731700902189e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.216409474261891e-5,5189.7148924548555,5189.714926515682
t133,0.0,0.0,1.894270206077895e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6890362945273135e-5,5004.262337209879,5004.262365994512
t134,0.0,0.0,1.891819909931576e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3212858506723594e-5,4107.377529135685,4107.377554240364
t135,0.0,0.0,1.8893808468793066e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0483535602805966e-5,3616.9190386282044,3616.919061001121
t136,0.0,0.0,1.886953052232028e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.836703513523505e-5,2524.09269124012,2524.0927114941082
t137,0.0,0.0,1.8845365627316889e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667128483606934e-5,1735.6306250147495,1735.630643570571
t138,0.0,0.0,1.8821314154099731e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52778489163652e-5,409.0208467374971,409.02086389747745
t139,0.0,0.0,1.8797376520696909e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4109468771244293e-5,1516.4349302681098,1516.4349462573164
t140,0.0,0.0,1.8773553101400394e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31134513839555e-5,1297.8270763650726,1297.8270913558792
t141,0.0,0.0,1.8749844323119702e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2252540220834721e-5,2199.7580947391,2199.7581088666248
t142,0.0,0.0,1.8726250608520638e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1499589724105133e-5,2993.021472856584,2993.0214862287985
t143,0.0,0.0,1.8702772396111506e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0834312751887381e-5,3783.8989831227896,3783.8989958273796
t144,0.0,0.0,1.8679410136053954e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241210843957662e-5,4908.007678440605,4908.007690549756
t145,0.0,0.0,1.8656164288674501e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.708211698064378e-6,5588.157763432615,5588.157775006443
t146,0.0,0.0,1.8633035323598492e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22574455953977e-6,5712.34923812294,5712.349249211988
t147,0.0,0.0,1.8610023726347925e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.786095087902633e-6,5907.067466904481,5907.067477551578
t148,0.0,0.0,1.8587130002065943e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.382942362182204e-6,6327.437239995213,6327.437250236868
